frame nummer,x=,y=,time=
147,118,455,8.460472822189331
148,84,523,8.528984785079956
148,84,455,8.528984785079956
148,151,523,8.528984785079956
148,143,683,8.528984785079956
148,143,691,8.528984785079956
148,42,548,8.528984785079956
148,42,624,8.528984785079956
148,75,683,8.529484748840332
148,75,717,8.529484748840332
148,75,447,8.529484748840332
148,109,447,8.529484748840332
148,50,455,8.529484748840332
148,118,447,8.529484748840332
149,109,523,8.595996379852295
149,84,455,8.595996379852295
149,151,523,8.595996379852295
149,177,624,8.595996379852295
149,143,683,8.595996379852295
149,151,691,8.595996379852295
149,50,548,8.595996379852295
149,50,649,8.595996379852295
149,75,683,8.595996379852295
149,75,717,8.595996379852295
149,84,447,8.595996379852295
149,109,447,8.595996379852295
149,75,455,8.596497058868408
149,118,447,8.596497058868408
150,109,548,8.662007331848145
150,109,455,8.662007331848145
150,151,548,8.662007331848145
150,177,624,8.662507772445679
150,151,691,8.662507772445679
150,50,548,8.662507772445679
150,50,649,8.662507772445679
150,118,590,8.662507772445679
150,75,717,8.662507772445679
150,84,447,8.662507772445679
150,109,447,8.662507772445679
150,75,455,8.662507772445679
150,143,455,8.662507772445679
151,109,548,8.732019662857056
151,109,455,8.732019662857056
151,177,523,8.732019662857056
151,185,624,8.732019662857056
151,143,658,8.732019662857056
151,177,691,8.732019662857056
151,50,548,8.732019662857056
151,50,624,8.732019662857056
151,84,683,8.732019662857056
151,84,691,8.732019662857056
151,84,447,8.732019662857056
151,118,447,8.732019662857056
151,75,455,8.732019662857056
151,143,455,8.732019662857056
152,109,548,8.798032283782959
152,109,455,8.798032283782959
152,177,548,8.798032283782959
152,177,649,8.798032283782959
152,151,683,8.798032283782959
152,151,691,8.798032283782959
152,50,548,8.798032283782959
152,50,624,8.798032283782959
152,75,683,8.798032283782959
152,75,691,8.798531532287598
152,109,447,8.798531532287598
152,118,447,8.798531532287598
152,75,455,8.798531532287598
152,143,455,8.798531532287598
153,118,548,8.861542701721191
153,118,455,8.861542701721191
153,177,548,8.861542701721191
153,185,649,8.861542701721191
153,151,683,8.861542701721191
153,177,717,8.861542701721191
153,50,548,8.861542701721191
153,75,649,8.861542701721191
153,84,691,8.861542701721191
153,84,717,8.861542701721191
153,109,447,8.861542701721191
153,118,447,8.861542701721191
153,84,455,8.861542701721191
153,151,455,8.861542701721191
154,118,548,8.930054426193237
154,118,455,8.930054426193237
154,177,548,8.930054426193237
154,185,649,8.930054426193237
154,177,717,8.930054426193237
154,75,548,8.930054426193237
154,84,649,8.930054426193237
154,143,590,8.930054426193237
154,109,717,8.930054426193237
154,109,447,8.930054426193237
154,143,447,8.930054426193237
154,84,455,8.930054426193237
154,151,455,8.930054426193237
155,118,548,8.998066663742065
155,118,455,8.998066663742065
155,177,548,8.998066663742065
155,185,649,8.998066663742065
155,177,717,8.998066663742065
155,75,548,8.998565912246704
155,75,649,8.998565912246704
155,143,590,8.998565912246704
155,109,717,8.998565912246704
155,109,447,8.998565912246704
155,143,447,8.998565912246704
155,84,455,8.998565912246704
155,151,455,8.998565912246704
156,118,548,9.065078496932983
156,118,455,9.065078496932983
156,185,523,9.065078496932983
156,185,624,9.065078496932983
156,177,683,9.065078496932983
156,177,691,9.065078496932983
156,75,548,9.065078496932983
156,75,624,9.065078496932983
156,109,683,9.065078496932983
156,109,717,9.065577745437622
156,109,447,9.065577745437622
156,143,447,9.065577745437622
156,84,455,9.065577745437622
156,151,455,9.065577745437622
157,143,548,9.133090019226074
157,118,455,9.133090019226074
157,185,523,9.133090019226074
157,185,649,9.133090019226074
157,118,624,9.133090019226074
157,177,691,9.133090019226074
157,75,548,9.133090019226074
157,84,624,9.133090019226074
157,143,649,9.133090019226074
157,109,691,9.133090019226074
157,118,447,9.133090019226074
157,143,447,9.133090019226074
157,109,455,9.13358998298645
157,151,447,9.13358998298645
158,143,523,9.199100971221924
158,143,455,9.199100971221924
158,185,523,9.199100971221924
158,210,624,9.199100971221924
158,177,683,9.199100971221924
158,185,691,9.199100971221924
158,84,548,9.199100971221924
158,84,624,9.199601411819458
158,118,658,9.199601411819458
158,109,691,9.199601411819458
158,118,447,9.199601411819458
158,143,447,9.199601411819458
158,109,455,9.199601411819458
158,151,455,9.199601411819458
159,143,548,9.267112970352173
159,143,455,9.267112970352173
159,185,523,9.267112970352173
159,210,624,9.267112970352173
159,185,683,9.267112970352173
159,185,691,9.267112970352173
159,84,548,9.267112970352173
159,84,624,9.267112970352173
159,118,658,9.267112970352173
159,109,717,9.267112970352173
159,118,447,9.267112970352173
159,143,447,9.267112970352173
159,109,455,9.267112970352173
159,177,455,9.267112970352173
160,143,523,9.333624839782717
160,143,455,9.333624839782717
160,185,523,9.333624839782717
160,210,624,9.333624839782717
160,185,683,9.333624839782717
160,185,691,9.333624839782717
160,84,548,9.333624839782717
160,84,624,9.333624839782717
160,118,658,9.333624839782717
160,109,691,9.333624839782717
160,118,447,9.33412480354309
160,143,447,9.33412480354309
160,109,455,9.33412480354309
160,177,455,9.33412480354309
161,143,548,9.400636196136476
161,143,455,9.400636196136476
161,185,523,9.400636196136476
161,210,624,9.400636196136476
161,185,658,9.400636196136476
161,185,691,9.400636196136476
161,84,548,9.400636196136476
161,84,624,9.400636196136476
161,118,658,9.400636196136476
161,109,691,9.400636196136476
161,118,447,9.400636196136476
161,143,447,9.400636196136476
161,109,455,9.400636196136476
161,177,455,9.400636196136476
162,143,548,9.468648433685305
162,143,455,9.468648433685305
162,185,523,9.468648433685305
162,210,624,9.468648433685305
162,185,683,9.468648433685305
162,185,691,9.468648433685305
162,84,548,9.468648433685305
162,84,624,9.468648433685305
162,109,658,9.468648433685305
162,109,691,9.4691481590271
162,118,447,9.4691481590271
162,143,447,9.4691481590271
162,109,455,9.4691481590271
162,177,455,9.4691481590271
163,143,548,9.54066038131714
163,143,455,9.54066038131714
163,185,523,9.54066038131714
163,210,624,9.54066038131714
163,185,683,9.54066038131714
163,185,691,9.54066038131714
163,84,548,9.54066038131714
163,84,649,9.54066038131714
163,109,683,9.54066038131714
163,118,717,9.54066038131714
163,118,447,9.54066038131714
163,143,447,9.54066038131714
163,109,455,9.54066038131714
163,177,455,9.54066038131714
164,143,523,9.60967254638672
164,143,455,9.60967254638672
164,185,523,9.60967254638672
164,210,624,9.60967254638672
164,185,683,9.60967254638672
164,185,691,9.60967254638672
164,84,548,9.60967254638672
164,84,624,9.60967254638672
164,109,683,9.60967254638672
164,109,691,9.60967254638672
164,118,447,9.60967254638672
164,143,447,9.60967254638672
164,109,455,9.60967254638672
164,177,455,9.60967254638672
165,143,548,9.677684307098389
165,143,455,9.677684307098389
165,185,523,9.677684307098389
165,210,624,9.677684307098389
165,177,683,9.677684307098389
165,185,691,9.677684307098389
165,84,548,9.678184509277344
165,84,624,9.678184509277344
165,109,658,9.678184509277344
165,109,691,9.678184509277344
165,118,447,9.678184509277344
165,143,447,9.678184509277344
165,109,455,9.678184509277344
165,177,455,9.678184509277344
166,143,548,9.74869680404663
166,143,455,9.74869680404663
166,185,523,9.74869680404663
166,210,624,9.74869680404663
166,177,683,9.74869680404663
166,185,691,9.74869680404663
166,84,548,9.74869680404663
166,84,624,9.74869680404663
166,84,691,9.74869680404663
166,109,691,9.74869680404663
166,118,447,9.74869680404663
166,143,447,9.74869680404663
166,109,455,9.74869680404663
166,177,455,9.74869680404663
167,143,548,9.818208694458008
167,143,455,9.818208694458008
167,185,523,9.818208694458008
167,210,624,9.818208694458008
167,177,683,9.818208694458008
167,185,691,9.818208694458008
167,84,548,9.818208694458008
167,84,624,9.818208694458008
167,84,691,9.818208694458008
167,109,691,9.818208694458008
167,118,447,9.818208694458008
167,143,447,9.818208694458008
167,109,455,9.818708658218384
167,177,455,9.818708658218384
168,143,523,9.888221263885498
168,143,455,9.888221263885498
168,185,523,9.888221263885498
168,210,624,9.888221263885498
168,177,683,9.888221263885498
168,185,691,9.888221263885498
168,84,548,9.888721466064451
168,84,624,9.888721466064451
168,109,683,9.888721466064451
168,109,691,9.888721466064451
168,118,447,9.888721466064451
168,143,447,9.888721466064451
168,109,455,9.888721466064451
168,177,455,9.888721466064451
169,143,523,9.959733247756958
169,143,455,9.959733247756958
169,185,523,9.959733247756958
169,210,624,9.959733247756958
169,177,683,9.959733247756958
169,185,691,9.959733247756958
169,84,548,9.959733247756958
169,84,624,9.959733247756958
169,109,683,9.959733247756958
169,109,691,9.959733247756958
169,118,447,9.959733247756958
169,143,447,9.959733247756958
169,109,455,9.959733247756958
169,177,455,9.959733247756958
170,143,548,10.033746004104614
170,143,455,10.033746004104614
170,185,523,10.033746004104614
170,210,624,10.033746004104614
170,185,683,10.033746004104614
170,185,691,10.033746004104614
170,84,548,10.033746004104614
170,84,624,10.033746004104614
170,109,683,10.033746004104614
170,109,717,10.033746004104614
170,118,447,10.033746004104614
170,151,447,10.033746004104614
170,109,455,10.033746004104614
170,177,455,10.033746004104614
171,143,523,10.105758666992188
171,143,455,10.105758666992188
171,185,523,10.105758666992188
171,210,624,10.105758666992188
171,185,683,10.106259107589722
171,185,691,10.106259107589722
171,84,548,10.106259107589722
171,84,624,10.106259107589722
171,109,683,10.106259107589722
171,118,691,10.106259107589722
171,118,447,10.106259107589722
171,143,447,10.106259107589722
171,109,455,10.106259107589722
171,177,455,10.106259107589722
172,143,523,10.176771879196169
172,143,455,10.176771879196169
172,185,523,10.176771879196169
172,210,624,10.177271842956545
172,185,683,10.177271842956545
172,185,691,10.177271842956545
172,84,548,10.177271842956545
172,84,624,10.177271842956545
172,109,683,10.177271842956545
172,109,691,10.177271842956545
172,118,447,10.177271842956545
172,143,447,10.177271842956545
172,109,455,10.177271842956545
172,177,455,10.177271842956545
173,143,523,10.249783992767334
173,143,455,10.249783992767334
173,185,523,10.249783992767334
173,210,624,10.249783992767334
173,177,683,10.249783992767334
173,185,691,10.249783992767334
173,84,548,10.249783992767334
173,84,624,10.249783992767334
173,109,683,10.249783992767334
173,109,691,10.249783992767334
173,118,447,10.249783992767334
173,143,447,10.249783992767334
173,109,455,10.249783992767334
173,177,455,10.249783992767334
174,143,523,10.321796655654907
174,143,455,10.321796655654907
174,185,523,10.321796655654907
174,210,615,10.321796655654907
174,177,683,10.321796655654907
174,185,691,10.321796655654907
174,84,523,10.321796655654907
174,84,615,10.321796655654907
174,109,658,10.321796655654907
174,109,691,10.321796655654907
174,118,447,10.321796655654907
174,143,447,10.321796655654907
174,109,455,10.321796655654907
174,177,455,10.321796655654907
175,143,523,10.394809484481812
175,143,455,10.394809484481812
175,185,523,10.394809484481812
175,210,624,10.394809484481812
175,151,658,10.394809484481812
175,185,691,10.394809484481812
175,84,523,10.394809484481812
175,84,624,10.394809484481812
175,109,658,10.394809484481812
175,109,691,10.39530897140503
175,118,447,10.39530897140503
175,143,447,10.39530897140503
175,109,455,10.39530897140503
175,177,455,10.39530897140503
176,143,523,10.466821908950806
176,143,455,10.466821908950806
176,210,523,10.466821908950806
176,210,624,10.466821908950806
176,177,683,10.466821908950806
176,185,691,10.466821908950806
176,84,548,10.466821908950806
176,84,624,10.466821908950806
176,109,683,10.466821908950806
176,109,691,10.466821908950806
176,118,447,10.466821908950806
176,143,447,10.466821908950806
176,109,455,10.466821908950806
176,177,447,10.466821908950806
177,143,523,10.534834623336792
177,143,455,10.534834623336792
177,185,523,10.534834623336792
177,210,624,10.534834623336792
177,151,658,10.534834623336792
177,185,691,10.534834623336792
177,84,548,10.534834623336792
177,84,624,10.534834623336792
177,118,649,10.534834623336792
177,109,691,10.534834623336792
177,118,447,10.534834623336792
177,143,447,10.534834623336792
177,109,455,10.534834623336792
177,177,447,10.534834623336792
178,143,523,10.607346296310425
178,143,455,10.607346296310425
178,185,523,10.607346296310425
178,210,624,10.60784649848938
178,185,658,10.60784649848938
178,185,683,10.60784649848938
178,84,548,10.60784649848938
178,84,624,10.60784649848938
178,118,649,10.60784649848938
178,118,691,10.60784649848938
178,118,447,10.60784649848938
178,143,447,10.60784649848938
178,109,447,10.60784649848938
178,177,447,10.60784649848938
179,143,523,10.677358388900757
179,143,447,10.677358388900757
179,210,523,10.677358388900757
179,210,615,10.677358388900757
179,185,658,10.677358388900757
179,185,683,10.677358388900757
179,84,523,10.677358388900757
179,84,624,10.677358388900757
179,109,658,10.677358388900757
179,118,683,10.677358388900757
179,118,447,10.677358388900757
179,143,421,10.677358388900757
179,109,447,10.677358388900757
179,177,447,10.677358388900757
180,143,523,10.747870922088625
180,143,447,10.747870922088625
180,185,523,10.747870922088625
180,210,615,10.747870922088625
180,185,658,10.748371124267578
180,185,683,10.748371124267578
180,84,523,10.748371124267578
180,84,624,10.748371124267578
180,109,658,10.748371124267578
180,109,683,10.748371124267578
180,118,447,10.748371124267578
180,143,421,10.748371124267578
180,109,447,10.748371124267578
180,151,447,10.748371124267578
181,143,523,10.825883865356444
181,143,447,10.825883865356444
181,185,523,10.825883865356444
181,210,615,10.82638454437256
181,185,658,10.82638454437256
181,185,683,10.82638454437256
181,84,523,10.82638454437256
181,84,624,10.82638454437256
181,118,658,10.82638454437256
181,109,691,10.82638454437256
181,118,447,10.82638454437256
181,109,447,10.82638454437256
181,151,447,10.82638454437256
182,143,523,10.900397300720217
182,143,447,10.900397300720217
182,185,523,10.900397300720217
182,210,615,10.900397300720217
182,177,658,10.900397300720217
182,185,683,10.900397300720217
182,84,523,10.900397300720217
182,84,624,10.900397300720217
182,118,658,10.900397300720217
182,109,691,10.900397300720217
182,118,447,10.900397300720217
182,143,421,10.900397300720217
182,109,447,10.900397300720217
182,151,447,10.900397300720217
183,143,523,10.973410844802856
183,143,447,10.973910808563232
183,185,514,10.973910808563232
183,210,615,10.973910808563232
183,185,658,10.973910808563232
183,185,683,10.973910808563232
183,84,523,10.973910808563232
183,84,624,10.973910808563232
183,109,658,10.973910808563232
183,109,683,10.973910808563232
183,118,447,10.973910808563232
183,143,421,10.973910808563232
183,109,447,10.973910808563232
183,151,447,10.973910808563232
184,143,523,11.0444233417511
184,143,447,11.0444233417511
184,185,514,11.0444233417511
184,210,615,11.0444233417511
184,177,649,11.0444233417511
184,185,683,11.0444233417511
184,84,523,11.0444233417511
184,84,615,11.0444233417511
184,118,649,11.0444233417511
184,109,683,11.044922828674316
184,118,421,11.044922828674316
184,143,421,11.044922828674316
184,109,447,11.044922828674316
184,151,447,11.044922828674316
185,143,523,11.116435289382936
185,143,447,11.116435289382936
185,185,514,11.116435289382936
185,210,615,11.116935014724731
185,185,649,11.116935014724731
185,185,658,11.116935014724731
185,84,523,11.116935014724731
185,84,615,11.116935014724731
185,143,649,11.116935014724731
185,118,683,11.116935014724731
185,118,421,11.116935014724731
185,143,421,11.116935014724731
185,109,447,11.116935014724731
185,151,447,11.116935014724731
186,143,514,11.193948984146118
186,143,447,11.193948984146118
186,185,514,11.193948984146118
186,210,615,11.193948984146118
186,143,624,11.194448471069336
186,185,658,11.194448471069336
186,84,523,11.194448471069336
186,84,615,11.194448471069336
186,151,624,11.194448471069336
186,118,683,11.194448471069336
186,118,421,11.194448471069336
186,143,421,11.194448471069336
186,109,447,11.194448471069336
186,151,447,11.194448471069336
187,143,514,11.268961429595947
187,143,447,11.268961429595947
187,185,514,11.268961429595947
187,210,615,11.268961429595947
187,118,615,11.268961429595947
187,185,658,11.268961429595947
187,84,523,11.268961429595947
187,84,615,11.268961429595947
187,151,624,11.268961429595947
187,118,683,11.268961429595947
187,118,421,11.268961429595947
187,143,421,11.268961429595947
187,109,447,11.268961429595947
187,151,421,11.268961429595947
188,143,514,11.341473817825316
188,118,447,11.341974020004272
188,185,514,11.341974020004272
188,210,615,11.341974020004272
188,143,624,11.341974020004272
188,185,658,11.341974020004272
188,84,523,11.341974020004272
188,84,615,11.341974020004272
188,118,649,11.341974020004272
188,118,683,11.341974020004272
188,118,421,11.341974020004272
188,143,421,11.341974020004272
188,109,447,11.341974020004272
188,151,421,11.341974020004272
189,143,514,11.413987159729004
189,118,447,11.413987159729004
189,185,514,11.413987159729004
189,210,615,11.413987159729004
189,118,624,11.413987159729004
189,185,658,11.414486169815063
189,84,523,11.414486169815063
189,84,615,11.414486169815063
189,118,649,11.414486169815063
189,118,683,11.414486169815063
189,118,421,11.414486169815063
189,143,421,11.414486169815063
189,109,447,11.414486169815063
189,151,421,11.414486169815063
190,143,514,11.484998941421509
190,118,447,11.484998941421509
190,210,514,11.484998941421509
190,151,624,11.484998941421509
190,210,658,11.484998941421509
190,84,523,11.484998941421509
190,84,615,11.484998941421509
190,143,649,11.484998941421509
190,118,683,11.484998941421509
190,118,421,11.484998941421509
190,143,421,11.485498905181885
190,109,447,11.485498905181885
190,151,421,11.485498905181885
191,143,514,11.558010816574097
191,143,447,11.558010816574097
191,210,514,11.558010816574097
191,210,615,11.558010816574097
191,143,624,11.558010816574097
191,210,658,11.558511972427368
191,84,523,11.558511972427368
191,84,615,11.558511972427368
191,151,590,11.558511972427368
191,118,683,11.558511972427368
191,118,421,11.558511972427368
191,143,421,11.558511972427368
191,109,447,11.558511972427368
191,177,421,11.558511972427368
192,143,514,11.63502550125122
192,118,447,11.63502550125122
192,210,514,11.63502550125122
192,210,615,11.63502550125122
192,118,615,11.63502550125122
192,210,658,11.63502550125122
192,84,523,11.63502550125122
192,84,615,11.63502550125122
192,143,615,11.63502550125122
192,118,658,11.63502550125122
192,118,421,11.63502550125122
192,143,421,11.63502550125122
192,109,447,11.63502550125122
192,177,421,11.63502550125122
193,143,514,11.708537578582764
193,143,447,11.709038019180298
193,210,514,11.709038019180298
193,219,590,11.709038019180298
193,210,658,11.709038019180298
193,84,523,11.709038019180298
193,84,615,11.709038019180298
193,143,590,11.709038019180298
193,118,658,11.709038019180298
193,118,421,11.709038019180298
193,143,421,11.709038019180298
193,109,447,11.709038019180298
193,151,421,11.709038019180298
194,143,514,11.785552024841309
194,143,447,11.785552024841309
194,210,514,11.785552024841309
194,210,615,11.785552024841309
194,210,658,11.785552024841309
194,84,523,11.785552024841309
194,84,615,11.785552024841309
194,118,683,11.785552024841309
194,118,421,11.785552024841309
194,143,421,11.785552024841309
194,109,447,11.785552024841309
194,177,421,11.785552024841309
195,143,514,11.862064838409424
195,143,447,11.862064838409424
195,210,514,11.862064838409424
195,210,615,11.862064838409424
195,210,658,11.862064838409424
195,84,523,11.862064838409424
195,84,615,11.862064838409424
195,143,624,11.862064838409424
195,118,683,11.862064838409424
195,118,421,11.862064838409424
195,143,421,11.862064838409424
195,109,447,11.862064838409424
195,177,421,11.862064838409424
196,143,514,11.937078475952148
196,143,421,11.937078475952148
196,185,489,11.937078475952148
196,210,590,11.937078475952148
196,185,658,11.937078475952148
196,84,523,11.937078475952148
196,84,615,11.937078475952148
196,118,649,11.937078475952148
196,118,683,11.937078475952148
196,118,421,11.937078475952148
196,143,413,11.937078475952148
196,109,447,11.937078475952148
196,151,421,11.937078475952148
197,143,514,12.010590553283691
197,143,421,12.010590553283691
197,185,489,12.010590553283691
197,210,590,12.010590553283691
197,185,649,12.010590553283691
197,185,658,12.011090993881226
197,84,514,12.011090993881226
197,84,615,12.011090993881226
197,118,649,12.011090993881226
197,118,683,12.011090993881226
197,118,421,12.011090993881226
197,143,413,12.011090993881226
197,109,447,12.011090993881226
197,151,421,12.011090993881226
198,143,514,12.089104413986206
198,143,421,12.089104413986206
198,185,489,12.089104413986206
198,210,590,12.089104413986206
198,151,624,12.089104413986206
198,185,658,12.089104413986206
198,84,514,12.089104413986206
198,84,615,12.089104413986206
198,143,615,12.089104413986206
198,118,683,12.089104413986206
198,118,421,12.089104413986206
198,143,413,12.089104413986206
198,109,447,12.089104413986206
198,151,421,12.089104413986206
199,143,514,12.163617610931396
199,143,421,12.163617610931396
199,210,514,12.163617610931396
199,210,590,12.163617610931396
199,118,615,12.163617610931396
199,210,658,12.163617610931396
199,84,514,12.163617610931396
199,84,615,12.163617610931396
199,143,615,12.163617610931396
199,118,683,12.163617610931396
199,118,421,12.163617610931396
199,143,413,12.163617610931396
199,109,421,12.163617610931396
199,177,421,12.163617610931396
200,143,514,12.235129833221436
200,143,421,12.235129833221436
200,210,514,12.235129833221436
200,219,615,12.235129833221436
200,210,683,12.235129833221436
200,84,514,12.235129833221436
200,84,615,12.235129833221436
200,118,683,12.235129833221436
200,118,413,12.235629320144652
200,143,413,12.235629320144652
200,109,421,12.235629320144652
200,177,421,12.235629320144652
201,143,514,12.307642698287964
201,143,421,12.307642698287964
201,210,514,12.307642698287964
201,219,590,12.307642698287964
201,210,658,12.307642698287964
201,84,514,12.307642698287964
201,84,615,12.307642698287964
201,109,649,12.307642698287964
201,109,683,12.307642698287964
201,118,421,12.307642698287964
201,143,413,12.307642698287964
201,109,421,12.307642698287964
201,177,421,12.307642698287964
202,354,582,12.379155158996582
202,143,514,12.380654573440552
202,143,421,12.380654573440552
202,210,489,12.380654573440552
202,210,590,12.380654573440552
202,151,615,12.380654573440552
202,185,658,12.381155252456663
202,84,514,12.381155252456663
202,84,590,12.381155252456663
202,143,590,12.381155252456663
202,109,658,12.381155252456663
202,118,413,12.381155252456663
202,151,413,12.381155252456663
202,109,421,12.381155252456663
202,177,421,12.381155252456663
203,151,489,12.460169076919556
203,143,421,12.460169076919556
