frame nummer,x1=,y1=,x2=,y2=,time=
12,97,320,897,1076,3.5192604064941406
12,848,130,1757,1077,3.5197603702545166
12,748,185,967,617,3.5197603702545166
12,1416,257,1643,617,3.5197603702545166
12,264,388,434,687,3.5197603702545166
12,0,386,143,684,3.5197603702545166
13,97,320,898,1076,3.59627366065979
13,848,130,1757,1077,3.59627366065979
13,1415,258,1673,617,3.59627366065979
13,749,186,968,617,3.596773862838745
13,264,388,435,688,3.596773862838745
13,0,385,143,684,3.596773862838745
14,97,318,898,1076,3.6749963760375977
14,848,129,1756,1077,3.6749963760375977
14,748,183,973,618,3.6749963760375977
14,263,387,435,686,3.6749963760375977
14,1416,257,1645,616,3.6749963760375977
14,0,386,143,683,3.6749963760375977
15,96,317,897,1076,3.7499678134918213
15,849,127,1758,1077,3.7499678134918213
15,748,183,975,618,3.7499678134918213
15,1416,256,1658,616,3.7499678134918213
15,264,386,433,684,3.7499678134918213
15,0,385,143,682,3.7499678134918213
16,849,126,1758,1076,3.8285930156707764
16,96,316,896,1076,3.8285930156707764
16,1416,255,1680,615,3.8285930156707764
16,748,181,968,616,3.8285930156707764
16,262,386,433,684,3.8285930156707764
16,0,384,142,682,3.8285930156707764
17,849,126,1759,1077,3.9039111137390137
17,97,317,896,1076,3.9039111137390137
17,748,183,976,617,3.9039111137390137
17,1416,256,1662,616,3.9039111137390137
17,262,386,433,684,3.9039111137390137
17,0,385,141,683,3.9039111137390137
18,849,127,1759,1076,3.981398820877075
18,97,318,897,1076,3.981398820877075
18,748,183,979,617,3.981398820877075
18,1416,256,1639,616,3.981398820877075
18,262,387,433,684,3.981398820877075
18,0,385,140,683,3.981398820877075
19,850,126,1756,1077,4.058757781982422
19,95,316,899,1076,4.058757781982422
19,1417,256,1670,616,4.058757781982422
19,748,183,973,616,4.058757781982422
19,261,387,432,684,4.058757781982422
19,0,384,141,683,4.058757781982422
20,95,317,900,1076,4.134916305541992
20,850,127,1755,1077,4.134916305541992
20,262,388,433,684,4.134916305541992
20,1417,257,1661,616,4.134916305541992
20,748,184,967,617,4.135416030883789
20,0,384,140,683,4.135416030883789
21,95,317,899,1076,4.212948799133301
21,850,127,1754,1077,4.212948799133301
21,260,388,433,683,4.212948799133301
21,1416,257,1679,615,4.212948799133301
21,748,184,971,617,4.212948799133301
21,0,383,140,683,4.212948799133301
22,95,316,899,1076,4.28874135017395
22,850,127,1754,1077,4.28874135017395
22,1416,256,1670,615,4.28874135017395
22,261,386,432,684,4.28874135017395
22,748,182,972,617,4.28874135017395
22,0,384,140,683,4.28874135017395
23,94,317,899,1076,4.366976261138916
23,849,128,1750,1077,4.366976261138916
23,260,387,432,684,4.366976261138916
23,1416,257,1638,616,4.366976261138916
23,746,183,975,618,4.366976261138916
23,0,384,140,683,4.366976261138916
24,94,317,897,1076,4.442783832550049
24,849,128,1750,1077,4.442783832550049
24,259,388,431,684,4.442783832550049
24,1415,257,1640,617,4.442783832550049
24,744,184,977,618,4.442783832550049
24,0,384,139,683,4.442783832550049
25,848,128,1750,1077,4.520920753479004
25,94,317,897,1076,4.520920753479004
25,259,387,431,684,4.520920753479004
25,1415,257,1636,617,4.520920753479004
25,745,183,972,618,4.520920753479004
25,0,383,138,683,4.520920753479004
26,93,317,896,1076,4.59943413734436
26,848,129,1748,1077,4.59943413734436
26,1413,258,1643,617,4.59943413734436
26,258,388,430,683,4.59943413734436
26,745,184,978,618,4.59943413734436
26,0,384,138,683,4.59943413734436
27,848,127,1750,1077,4.6761016845703125
27,93,317,896,1076,4.6761016845703125
27,1414,256,1636,616,4.6761016845703125
27,258,386,429,683,4.6761016845703125
27,744,182,969,617,4.6761016845703125
27,0,384,138,683,4.6761016845703125
28,847,129,1749,1076,4.753114700317383
28,93,317,896,1076,4.753114700317383
28,1412,256,1650,615,4.753114700317383
28,258,387,429,684,4.753114700317383
28,744,183,967,618,4.753114700317383
28,0,384,138,683,4.753114700317383
29,847,130,1748,1076,4.8311076164245605
29,92,317,895,1076,4.8311076164245605
29,1413,256,1643,616,4.8311076164245605
29,259,388,428,683,4.8311076164245605
29,743,185,965,618,4.8311076164245605
29,0,384,138,684,4.8311076164245605
30,847,128,1745,1077,4.9076104164123535
30,91,317,893,1076,4.9076104164123535
30,1411,255,1649,616,4.9076104164123535
30,744,184,981,617,4.9076104164123535
30,259,386,427,683,4.9076104164123535
30,0,384,137,683,4.9076104164123535
31,847,127,1743,1077,4.984822034835815
31,89,315,893,1076,4.984822034835815
31,743,182,971,615,4.984822034835815
31,1411,255,1654,616,4.984822034835815
31,258,385,428,684,4.984822034835815
31,0,383,137,683,4.984822034835815
32,846,126,1744,1077,5.079482078552246
32,87,314,892,1076,5.0799829959869385
32,1412,254,1635,613,5.0799829959869385
32,744,180,967,615,5.0799829959869385
32,259,384,428,682,5.0799829959869385
32,0,382,136,681,5.0799829959869385
33,846,126,1742,1076,5.1596434116363525
33,83,314,891,1076,5.1596434116363525
33,743,181,976,615,5.1596434116363525
33,1411,254,1633,613,5.1596434116363525
33,259,385,429,684,5.1596434116363525
33,0,383,136,683,5.1596434116363525
34,847,125,1740,1077,5.232666969299316
34,79,314,890,1076,5.232666969299316
34,1411,253,1645,614,5.232666969299316
34,742,181,974,615,5.232666969299316
34,257,384,428,683,5.232666969299316
34,0,383,135,682,5.232666969299316
35,849,123,1739,1077,5.308542013168335
35,79,311,889,1076,5.308542013168335
35,741,179,984,612,5.308542013168335
35,1413,253,1642,611,5.308542013168335
35,259,383,427,681,5.308542013168335
35,0,382,135,680,5.308542013168335
36,850,123,1738,1077,5.385889530181885
36,78,312,891,1076,5.385889530181885
36,741,179,986,613,5.385889530181885
36,1415,252,1635,611,5.385889530181885
36,261,383,429,680,5.385889530181885
36,0,382,135,681,5.385889530181885
37,851,124,1739,1077,5.462933778762817
37,741,180,979,614,5.462933778762817
37,79,314,891,1078,5.462933778762817
37,1415,253,1652,614,5.462933778762817
37,263,385,431,682,5.462933778762817
37,0,383,136,682,5.462933778762817
38,851,125,1738,1077,5.540601015090942
38,739,180,975,615,5.540601015090942
38,80,315,892,1078,5.540601015090942
38,1416,254,1631,613,5.540601015090942
38,261,385,434,683,5.540601015090942
38,0,383,136,683,5.540601015090942
39,853,123,1735,1077,5.617125988006592
39,741,179,989,613,5.617125988006592
39,81,315,895,1078,5.617625951766968
39,1418,253,1630,612,5.617625951766968
39,267,385,438,680,5.617625951766968
39,0,383,135,681,5.617625951766968
40,853,123,1735,1077,5.695328712463379
40,741,179,990,613,5.695328712463379
40,81,315,895,1078,5.695328712463379
40,1418,253,1630,612,5.695328712463379
40,266,385,438,680,5.695328712463379
40,0,383,135,681,5.695328712463379
41,856,122,1730,1077,5.771430730819702
41,91,318,899,1076,5.771430730819702
41,740,180,984,614,5.771430730819702
41,1420,253,1629,612,5.771430730819702
41,263,384,446,686,5.771430730819702
41,0,383,135,682,5.771430730819702
42,857,122,1727,1077,5.848945140838623
42,96,318,900,1077,5.848945140838623
42,747,180,975,614,5.848945140838623
42,1421,253,1635,611,5.848945140838623
42,262,384,443,684,5.848945140838623
42,0,383,134,682,5.848945140838623
42,1050,251,1209,615,5.848945140838623
43,859,121,1723,1077,5.926817178726196
43,93,315,902,1077,5.926817178726196
43,745,179,972,614,5.926817178726196
43,1423,253,1629,611,5.926817178726196
43,260,384,445,684,5.926817178726196
43,0,383,134,682,5.926817178726196
43,1050,250,1209,615,5.926817178726196
44,862,122,1719,1077,6.0026490688323975
44,93,316,899,1077,6.0026490688323975
44,738,180,980,614,6.0026490688323975
44,1424,253,1628,611,6.0026490688323975
44,259,384,448,685,6.0026490688323975
44,1049,250,1211,615,6.0026490688323975
44,0,384,133,682,6.0026490688323975
45,864,121,1715,1077,6.080433130264282
45,94,315,898,1077,6.080433130264282
45,740,179,978,613,6.080433130264282
45,1426,253,1633,610,6.080433130264282
45,263,383,450,685,6.080433130264282
45,0,383,133,682,6.080433130264282
46,868,120,1711,1077,6.156800746917725
46,96,313,895,1077,6.156800746917725
46,741,178,979,612,6.156800746917725
46,1426,252,1635,610,6.156800746917725
46,262,383,454,684,6.156800746917725
46,0,383,133,682,6.156800746917725
47,868,119,1702,1077,6.235933065414429
47,100,312,889,1076,6.235933065414429
47,740,180,978,614,6.235933065414429
47,1424,254,1640,612,6.235933065414429
47,257,383,452,686,6.235933065414429
47,1048,250,1209,613,6.235933065414429
47,0,384,133,682,6.235933065414429
48,862,115,1694,1077,6.311636209487915
48,102,310,881,1076,6.311636209487915
48,744,179,975,613,6.311636209487915
48,1422,253,1638,611,6.311636209487915
48,262,383,445,685,6.311636209487915
48,0,383,132,682,6.31213641166687
48,1048,250,1206,609,6.31213641166687
49,863,113,1683,1077,6.388804912567139
49,100,307,876,1076,6.388804912567139
49,745,179,984,612,6.388804912567139
49,1422,252,1635,609,6.388804912567139
49,260,383,443,684,6.388804912567139
49,0,383,132,683,6.388804912567139
50,862,113,1670,1078,6.466129541397095
50,100,308,869,1076,6.466129541397095
50,743,179,979,614,6.466129541397095
50,1421,253,1631,611,6.466129541397095
50,258,384,442,685,6.466129541397095
50,0,384,132,683,6.466129541397095
51,861,115,1656,1077,6.5429368019104
51,101,308,862,1076,6.5429368019104
51,746,179,986,614,6.5429368019104
51,1420,253,1633,609,6.5429368019104
51,254,384,441,684,6.5429368019104
51,0,384,131,682,6.5429368019104
52,857,113,1637,1077,6.620315074920654
52,104,309,862,1076,6.620315074920654
52,743,179,972,613,6.620315074920654
52,252,384,438,683,6.620315074920654
52,1418,253,1631,610,6.620315074920654
52,0,385,131,682,6.620315074920654
53,852,110,1618,1077,6.697629928588867
53,114,310,862,1077,6.697629928588867
53,742,179,979,613,6.697629928588867
53,252,384,433,684,6.697629928588867
53,1421,253,1625,610,6.697629928588867
53,0,385,130,682,6.697629928588867
54,852,109,1596,1077,6.774156332015991
54,117,312,860,1077,6.774156332015991
54,745,179,966,613,6.774156332015991
54,1421,252,1632,612,6.774156332015991
54,253,385,429,684,6.774156332015991
54,0,384,131,684,6.774156332015991
55,854,108,1572,1077,6.851495742797852
55,126,311,858,1077,6.851495742797852
55,741,180,958,613,6.851495742797852
55,0,382,131,682,6.851495742797852
55,1419,252,1634,610,6.851495742797852
55,253,384,427,683,6.851495742797852
56,856,107,1552,1076,6.929298162460327
56,140,312,856,1077,6.929797649383545
56,252,384,424,682,6.929797649383545
56,748,178,966,612,6.929797649383545
56,1418,252,1626,610,6.929797649383545
56,0,382,131,682,6.929797649383545
57,857,107,1534,1077,7.007142543792725
57,140,313,855,1078,7.007142543792725
57,253,384,416,682,7.007142543792725
57,744,179,964,614,7.007142543792725
57,1418,253,1625,611,7.007142543792725
57,0,383,132,683,7.007142543792725
58,863,107,1515,1076,7.08350133895874
58,140,313,851,1077,7.08350133895874
58,745,179,985,613,7.08350133895874
58,1416,250,1627,610,7.08350133895874
58,253,384,412,682,7.08350133895874
58,0,383,131,682,7.08350133895874
59,860,106,1502,1076,7.160168170928955
59,141,313,845,1078,7.160168170928955
59,1416,250,1628,610,7.160168170928955
59,741,178,982,611,7.160168170928955
59,252,384,407,682,7.160168170928955
59,0,383,130,684,7.160168170928955
60,859,108,1490,1076,7.237998008728027
60,143,312,835,1077,7.237998008728027
60,1414,250,1631,610,7.237998008728027
60,745,179,975,613,7.237998008728027
60,252,385,400,683,7.237998008728027
60,0,383,131,683,7.237998008728027
61,857,111,1481,1077,7.314316987991333
61,141,314,825,1077,7.314316987991333
61,740,179,976,614,7.314316987991333
61,1411,251,1629,611,7.314316987991333
61,251,385,392,682,7.314316987991333
61,0,384,131,684,7.314316987991333
62,855,109,1474,1076,7.398144960403442
62,139,315,811,1077,7.398644924163818
62,742,179,989,614,7.398644924163818
62,1408,249,1632,611,7.398644924163818
62,0,384,131,684,7.398644924163818
62,254,387,387,681,7.398644924163818
63,855,110,1470,1076,7.46814227104187
63,135,316,795,1077,7.46814227104187
63,1405,249,1635,610,7.46814227104187
63,742,179,975,615,7.46814227104187
63,0,383,131,684,7.46814227104187
64,855,113,1460,1077,7.545658588409424
64,127,317,780,1078,7.545658588409424
64,1401,248,1640,610,7.545658588409424
64,729,178,970,614,7.545658588409424
64,0,383,131,684,7.545658588409424
65,860,116,1455,1076,7.622457265853882
65,115,319,760,1077,7.622457265853882
65,1398,247,1635,610,7.622457265853882
65,734,178,972,614,7.622457265853882
65,0,384,131,683,7.622457265853882
66,865,116,1446,1077,7.700459718704224
66,106,319,754,1077,7.700459718704224
66,1396,247,1639,611,7.700459718704224
66,737,177,965,613,7.700459718704224
66,0,383,130,683,7.700459718704224
67,874,118,1439,1077,7.777149200439453
67,91,319,768,1077,7.777149200439453
67,1398,246,1641,610,7.777149200439453
67,738,177,969,613,7.777149200439453
67,0,383,130,683,7.777149200439453
68,883,120,1437,1076,7.854485511779785
68,76,319,783,1077,7.854485511779785
68,1400,246,1642,610,7.854485511779785
68,736,177,965,613,7.854485511779785
68,0,383,131,683,7.854485511779785
69,891,123,1430,1077,7.9320149421691895
69,56,320,807,1077,7.9320149421691895
69,1401,247,1637,611,7.9320149421691895
69,734,178,969,614,7.9320149421691895
69,0,383,131,684,7.9320149421691895
70,897,125,1426,1077,8.00926399230957
70,44,319,825,1077,8.00926399230957
70,738,177,974,613,8.00926399230957
70,1405,245,1637,608,8.00926399230957
70,0,383,131,683,8.00926399230957
71,910,127,1421,1077,8.086002588272095
71,34,318,841,1077,8.08650255203247
71,733,177,977,613,8.08650255203247
71,1406,246,1635,608,8.08650255203247
71,0,383,131,683,8.08650255203247
72,922,130,1415,1077,8.16499638557434
72,28,317,855,1077,8.16499638557434
72,736,177,967,612,8.16499638557434
72,1410,247,1640,608,8.16499638557434
72,0,383,132,683,8.16499638557434
73,930,133,1412,1078,8.240661382675171
73,26,315,865,1077,8.240661382675171
73,737,177,959,613,8.240661382675171
73,1417,248,1636,609,8.240661382675171
73,0,383,133,683,8.240661382675171
74,930,138,1404,1076,8.317672491073608
74,28,313,874,1077,8.317672491073608
74,734,177,962,613,8.317672491073608
74,1423,246,1646,607,8.317672491073608
74,0,382,133,683,8.317672491073608
75,929,140,1405,1078,8.394339323043823
75,35,313,881,1078,8.39483904838562
75,728,178,968,614,8.39483904838562
75,1424,247,1647,608,8.39483904838562
75,0,384,136,684,8.39483904838562
76,923,147,1411,1076,8.471684694290161
76,41,313,889,1078,8.471684694290161
76,730,178,960,613,8.471684694290161
76,1416,246,1648,606,8.471684694290161
76,0,383,138,683,8.472184419631958
77,916,148,1427,1077,8.552214622497559
77,46,315,899,1078,8.552214622497559
77,734,178,959,613,8.552214622497559
77,1423,245,1637,606,8.552214622497559
77,0,385,140,684,8.552214622497559
78,906,151,1440,1077,8.632512331008911
78,53,316,910,1078,8.632512331008911
78,733,179,957,613,8.632512331008911
78,1413,246,1631,607,8.632512331008911
78,0,384,140,684,8.632512331008911
79,897,151,1448,1077,8.704019784927368
79,62,317,919,1078,8.704019784927368
79,736,179,959,613,8.704019784927368
79,260,388,404,682,8.704019784927368
79,1407,246,1630,607,8.704019784927368
79,0,384,140,684,8.704019784927368
80,74,317,931,1078,8.781490325927734
80,890,152,1457,1077,8.781490325927734
80,260,388,417,683,8.781490325927734
80,744,181,960,614,8.781490325927734
80,1414,246,1634,607,8.781490325927734
80,0,385,142,686,8.781490325927734
81,80,319,945,1077,8.858981847763062
81,262,387,427,682,8.858981847763062
81,879,152,1468,1077,8.858981847763062
81,0,385,142,684,8.858981847763062
81,741,180,963,613,8.858981847763062
81,1410,248,1635,607,8.858981847763062
82,82,318,949,1077,8.93598747253418
82,263,386,433,683,8.93598747253418
82,0,385,143,684,8.93598747253418
82,870,151,1487,1077,8.936487674713135
82,746,180,967,612,8.936487674713135
82,1413,248,1635,607,8.936487674713135
83,82,317,956,1077,9.013511419296265
83,262,385,436,682,9.013511419296265
83,0,385,144,683,9.013511419296265
83,862,150,1505,1078,9.013511419296265
83,742,179,985,611,9.013511419296265
83,1415,248,1631,606,9.013511419296265
84,86,317,961,1077,9.091028690338135
84,262,385,439,682,9.091028690338135
84,0,385,144,683,9.091028690338135
84,855,150,1526,1078,9.091028690338135
84,739,179,967,611,9.091028690338135
84,1415,247,1632,606,9.091028690338135
85,89,318,965,1078,9.169041633605957
85,262,385,440,682,9.169041633605957
85,0,385,142,683,9.169041633605957
85,850,150,1542,1077,9.169041633605957
85,739,179,967,611,9.169041633605957
85,1411,245,1628,605,9.169041633605957
86,89,320,966,1078,9.246056079864502
86,262,386,439,683,9.246056079864502
86,0,385,143,685,9.246056079864502
86,846,151,1557,1077,9.246056079864502
86,1405,246,1632,605,9.246056079864502
86,740,180,968,612,9.246056079864502
87,91,319,967,1078,9.324569463729858
87,841,149,1572,1078,9.324569463729858
87,263,386,438,683,9.324569463729858
87,1405,246,1631,606,9.324569463729858
87,0,385,143,684,9.324569463729858
87,738,179,969,612,9.324569463729858
88,840,149,1583,1078,9.403205394744873
88,85,320,965,1078,9.403205394744873
88,264,385,435,682,9.403205394744873
88,0,385,144,684,9.403205394744873
88,1404,245,1633,606,9.403205394744873
88,743,179,970,611,9.403205394744873
89,832,150,1593,1077,9.478854179382324
89,80,321,960,1078,9.478854179382324
89,264,386,429,682,9.478854179382324
89,0,386,145,684,9.478854179382324
89,1404,245,1631,606,9.478854179382324
89,743,180,972,611,9.478854179382324
90,76,321,954,1078,9.556379795074463
90,824,147,1600,1077,9.556379795074463
90,264,387,421,682,9.556379795074463
90,0,385,144,683,9.556379795074463
90,749,179,967,611,9.556379795074463
90,1416,246,1631,604,9.556379795074463
91,72,324,947,1078,9.634414196014404
91,822,150,1605,1078,9.634414196014404
91,264,388,415,682,9.634414196014404
91,0,386,144,685,9.634414196014404
91,746,179,965,612,9.634414196014404
91,1406,244,1633,606,9.634414196014404
92,62,324,941,1078,9.710939645767212
92,821,149,1608,1077,9.710939645767212
92,267,388,407,682,9.710939645767212
92,0,386,145,684,9.710939645767212
92,746,179,964,612,9.710939645767212
92,1411,246,1633,604,9.710939645767212
93,53,325,934,1078,9.787966966629028
93,821,149,1612,1077,9.787966966629028
93,0,386,148,686,9.787966966629028
93,267,389,399,684,9.787966966629028
93,750,180,962,612,9.787966966629028
93,1409,247,1629,606,9.787966966629028
94,48,326,926,1078,9.864864826202393
94,824,150,1615,1077,9.864864826202393
94,0,387,150,686,9.864864826202393
94,749,182,965,614,9.864864826202393
94,1408,245,1638,605,9.864864826202393
94,269,389,390,685,9.86536455154419
95,831,151,1619,1077,9.94137716293335
95,46,326,915,1078,9.94137716293335
95,0,387,151,686,9.94137716293335
95,750,181,964,613,9.94187617301941
95,1419,246,1633,607,9.94187617301941
